0	0	1	1	0	0	0	0	0	0
7.85406e-006	-7.85391e-006	9.00903e-005	8.99332e-005	0	0	0	0	0	0
1.55289	-0.14502	2.18451	0.482802	1.55945	-0.138501	2.09897	0.0522228	2.19595	0.109339
1.61767	0.0191111	2.31592	0.776055	1.81209	0.0474826	2.09897	0.0522228	2.19595	0.109339
3.89127	-0.127061	2.24631	-0.855379	3.89093	-0.134166	4.29136	0.215312	2.28434	0.226323
3.96663	0.0748159	2.42441	-0.496299	4.19528	0.218461	4.29136	0.215312	2.28434	0.226323
6.8591	0.410262	3.33005	0.983882	6.86352	0.416817	6.56942	0.496096	2.36382	0.348847
6.68876	0.428663	2.6105	0.899088	6.43926	0.472879	6.56942	0.496096	2.36382	0.348847
9.0795	0.598955	2.17421	-0.394087	9.07733	0.593211	8.92437	0.89924	2.43359	0.474526
9.09397	0.668836	2.42524	-0.257012	8.89749	0.886982	8.92437	0.89924	2.43359	0.474526
11.5749	1.65736	2.54896	1.92195	11.5756	1.6669	11.3468	1.427	2.49328	0.600781
11.5233	1.61581	2.33879	1.80494	11.4447	1.42958	11.3468	1.427	2.49328	0.600781
13.595	2.32028	1.78471	-0.114448	13.5921	2.31191	13.827	2.07905	2.5429	0.724947
13.6911	2.29669	2.35412	-0.0664043	13.6572	1.99915	13.827	2.07905	2.5429	0.724947
16.6397	2.89783	3.53347	1.10691	16.6456	2.903	16.3554	2.85243	2.58284	0.844365
16.4808	2.86959	2.83501	0.975249	16.282	2.84648	16.3554	2.85243	2.58284	0.844365
19.0135	3.70669	2.24261	0.725798	19.0106	3.70555	18.923	3.74161	2.61382	0.95648
19.0873	3.72696	2.39475	0.765719	19.363	3.87122	18.923	3.74161	2.61382	0.95648
21.3326	4.73038	2.11581	1.16593	21.3312	4.73205	21.5215	4.73855	2.63679	1.05891
21.4286	4.75004	2.47756	1.25997	21.6213	4.74762	21.5215	4.73855	2.63679	1.05891
24.0773	5.57278	2.78599	0.520518	24.0787	5.56967	24.1437	5.83295	2.65286	1.14953
24.1858	5.60699	3.0153	0.589305	24.5601	5.92334	24.1437	5.83295	2.65286	1.14953
26.6104	6.9558	1.91394	1.85581	26.6052	6.96102	26.7833	7.01246	2.6632	1.22647
26.669	6.97193	2.3473	2.00865	26.5419	6.90075	26.7833	7.01246	2.6632	1.22647
29.5816	8.09403	3.38419	0.525411	29.5864	8.08789	29.4352	8.26299	2.66893	1.28822
